{'depth': 104, 'type': 'start', 'count': 0}
{'depth': 2137, 'type': 'increase', 'count': 416}
{'depth': 2138, 'type': 'increase', 'count': 417}
{'depth': 2143, 'type': 'increase', 'count': 418}
{'depth': 2144, 'type': 'increase', 'count': 419}
{'depth': 2152, 'type': 'increase', 'count': 420}
{'depth': 2159, 'type': 'increase', 'count': 421}
{'depth': 2154, 'type': 'decrease', 'count': 421}
{'depth': 2159, 'type': 'increase', 'count': 422}
{'depth': 2162, 'type': 'increase', 'count': 423}
{'depth': 2164, 'type': 'increase', 'count': 424}
{'depth': 2158, 'type': 'decrease', 'count': 424}
{'depth': 2163, 'type': 'increase', 'count': 425}
{'depth': 2162, 'type': 'decrease', 'count': 425}
{'depth': 2159, 'type': 'decrease', 'count': 425}
{'depth': 2165, 'type': 'increase', 'count': 426}
{'depth': 2166, 'type': 'increase', 'count': 427}
{'depth': 2167, 'type': 'increase', 'count': 428}
{'depth': 2165, 'type': 'decrease', 'count': 428}
{'depth': 2169, 'type': 'increase', 'count': 429}
{'depth': 2172, 'type': 'increase', 'count': 430}
{'depth': 2182, 'type': 'increase', 'count': 431}
{'depth': 2188, 'type': 'increase', 'count': 432}
{'depth': 2173, 'type': 'decrease', 'count': 432}
{'depth': 2182, 'type': 'increase', 'count': 433}
{'depth': 2175, 'type': 'decrease', 'count': 433}
{'depth': 2182, 'type': 'increase', 'count': 434}
{'depth': 2203, 'type': 'increase', 'count': 435}
{'depth': 2205, 'type': 'increase', 'count': 436}
{'depth': 2206, 'type': 'increase', 'count': 437}
{'depth': 2212, 'type': 'increase', 'count': 438}
{'depth': 2213, 'type': 'increase', 'count': 439}
{'depth': 2218, 'type': 'increase', 'count': 440}
{'depth': 2229, 'type': 'increase', 'count': 441}
{'depth': 2226, 'type': 'decrease', 'count': 441}
{'depth': 2233, 'type': 'increase', 'count': 442}
{'depth': 2235, 'type': 'increase', 'count': 443}
{'depth': 2233, 'type': 'decrease', 'count': 443}
{'depth': 2257, 'type': 'increase', 'count': 444}
{'depth': 2258, 'type': 'increase', 'count': 445}
{'depth': 2284, 'type': 'increase', 'count': 446}
{'depth': 2280, 'type': 'decrease', 'count': 446}
{'depth': 2282, 'type': 'increase', 'count': 447}
{'depth': 2285, 'type': 'increase', 'count': 448}
{'depth': 2279, 'type': 'decrease', 'count': 448}
{'depth': 2280, 'type': 'increase', 'count': 449}
{'depth': 2291, 'type': 'increase', 'count': 450}
{'depth': 2292, 'type': 'increase', 'count': 451}
{'depth': 2293, 'type': 'increase', 'count': 452}
{'depth': 2294, 'type': 'increase', 'count': 453}
{'depth': 2291, 'type': 'decrease', 'count': 453}
{'depth': 2292, 'type': 'increase', 'count': 454}
{'depth': 2293, 'type': 'increase', 'count': 455}
{'depth': 2300, 'type': 'increase', 'count': 456}
{'depth': 2308, 'type': 'increase', 'count': 457}
{'depth': 2303, 'type': 'decrease', 'count': 457}
{'depth': 2308, 'type': 'increase', 'count': 458}
{'depth': 2312, 'type': 'increase', 'count': 459}
{'depth': 2311, 'type': 'decrease', 'count': 459}
{'depth': 2320, 'type': 'increase', 'count': 460}
{'depth': 2315, 'type': 'decrease', 'count': 460}
{'depth': 2326, 'type': 'increase', 'count': 461}
{'depth': 2328, 'type': 'increase', 'count': 462}
{'depth': 2330, 'type': 'increase', 'count': 463}
{'depth': 2352, 'type': 'increase', 'count': 464}
{'depth': 2349, 'type': 'decrease', 'count': 464}
{'depth': 2352, 'type': 'increase', 'count': 465}
{'depth': 2357, 'type': 'increase', 'count': 466}
{'depth': 2346, 'type': 'decrease', 'count': 466}
{'depth': 2360, 'type': 'increase', 'count': 467}
{'depth': 2375, 'type': 'increase', 'count': 468}
{'depth': 2374, 'type': 'decrease', 'count': 468}
{'depth': 2375, 'type': 'increase', 'count': 469}
{'depth': 2377, 'type': 'increase', 'count': 470}
{'depth': 2385, 'type': 'increase', 'count': 471}
{'depth': 2392, 'type': 'increase', 'count': 472}
{'depth': 2383, 'type': 'decrease', 'count': 472}
{'depth': 2386, 'type': 'increase', 'count': 473}
{'depth': 2388, 'type': 'increase', 'count': 474}
{'depth': 2403, 'type': 'increase', 'count': 475}
{'depth': 2411, 'type': 'increase', 'count': 476}
{'depth': 2400, 'type': 'decrease', 'count': 476}
{'depth': 2401, 'type': 'increase', 'count': 477}
{'depth': 2402, 'type': 'increase', 'count': 478}
{'depth': 2399, 'type': 'decrease', 'count': 478}
{'depth': 2400, 'type': 'increase', 'count': 479}
{'depth': 2401, 'type': 'increase', 'count': 480}
{'depth': 2397, 'type': 'decrease', 'count': 480}
{'depth': 2417, 'type': 'increase', 'count': 481}
{'depth': 2419, 'type': 'increase', 'count': 482}
{'depth': 2431, 'type': 'increase', 'count': 483}
{'depth': 2430, 'type': 'decrease', 'count': 483}
{'depth': 2429, 'type': 'decrease', 'count': 483}
{'depth': 2421, 'type': 'decrease', 'count': 483}
{'depth': 2429, 'type': 'increase', 'count': 484}
{'depth': 2427, 'type': 'decrease', 'count': 484}
{'depth': 2428, 'type': 'increase', 'count': 485}
{'depth': 2429, 'type': 'increase', 'count': 486}
{'depth': 2424, 'type': 'decrease', 'count': 486}
{'depth': 2425, 'type': 'increase', 'count': 487}
{'depth': 2426, 'type': 'increase', 'count': 488}
{'depth': 2432, 'type': 'increase', 'count': 489}
{'depth': 2433, 'type': 'increase', 'count': 490}
{'depth': 2435, 'type': 'increase', 'count': 491}
{'depth': 2436, 'type': 'increase', 'count': 492}
{'depth': 2441, 'type': 'increase', 'count': 493}
{'depth': 2454, 'type': 'increase', 'count': 494}
{'depth': 2455, 'type': 'increase', 'count': 495}
{'depth': 2456, 'type': 'increase', 'count': 496}
{'depth': 2464, 'type': 'increase', 'count': 497}
{'depth': 2462, 'type': 'decrease', 'count': 497}
{'depth': 2463, 'type': 'increase', 'count': 498}
{'depth': 2465, 'type': 'increase', 'count': 499}
{'depth': 2475, 'type': 'increase', 'count': 500}
{'depth': 2489, 'type': 'increase', 'count': 501}
{'depth': 2495, 'type': 'increase', 'count': 502}
{'depth': 2497, 'type': 'increase', 'count': 503}
{'depth': 2467, 'type': 'decrease', 'count': 503}
{'depth': 2484, 'type': 'increase', 'count': 504}
{'depth': 2486, 'type': 'increase', 'count': 505}
{'depth': 2487, 'type': 'increase', 'count': 506}
{'depth': 2502, 'type': 'increase', 'count': 507}
{'depth': 2509, 'type': 'increase', 'count': 508}
{'depth': 2504, 'type': 'decrease', 'count': 508}
{'depth': 2503, 'type': 'decrease', 'count': 508}
{'depth': 2496, 'type': 'decrease', 'count': 508}
{'depth': 2515, 'type': 'increase', 'count': 509}
{'depth': 2516, 'type': 'increase', 'count': 510}
{'depth': 2542, 'type': 'increase', 'count': 511}
{'depth': 2550, 'type': 'increase', 'count': 512}
{'depth': 2552, 'type': 'increase', 'count': 513}
{'depth': 2554, 'type': 'increase', 'count': 514}
{'depth': 2557, 'type': 'increase', 'count': 515}
{'depth': 2559, 'type': 'increase', 'count': 516}
{'depth': 2565, 'type': 'increase', 'count': 517}
{'depth': 2563, 'type': 'decrease', 'count': 517}
{'depth': 2552, 'type': 'decrease', 'count': 517}
{'depth': 2553, 'type': 'increase', 'count': 518}
{'depth': 2555, 'type': 'increase', 'count': 519}
{'depth': 2552, 'type': 'decrease', 'count': 519}
{'depth': 2559, 'type': 'increase', 'count': 520}
{'depth': 2564, 'type': 'increase', 'count': 521}
{'depth': 2565, 'type': 'increase', 'count': 522}
{'depth': 2548, 'type': 'decrease', 'count': 522}
{'depth': 2546, 'type': 'decrease', 'count': 522}
{'depth': 2536, 'type': 'decrease', 'count': 522}
{'depth': 2540, 'type': 'increase', 'count': 523}
{'depth': 2542, 'type': 'increase', 'count': 524}
{'depth': 2543, 'type': 'increase', 'count': 525}
{'depth': 2544, 'type': 'increase', 'count': 526}
{'depth': 2561, 'type': 'increase', 'count': 527}
{'depth': 2550, 'type': 'decrease', 'count': 527}
{'depth': 2551, 'type': 'increase', 'count': 528}
{'depth': 2552, 'type': 'increase', 'count': 529}
{'depth': 2556, 'type': 'increase', 'count': 530}
{'depth': 2562, 'type': 'increase', 'count': 531}
{'depth': 2559, 'type': 'decrease', 'count': 531}
{'depth': 2596, 'type': 'increase', 'count': 532}
{'depth': 2583, 'type': 'decrease', 'count': 532}
{'depth': 2586, 'type': 'increase', 'count': 533}
{'depth': 2584, 'type': 'decrease', 'count': 533}
{'depth': 2585, 'type': 'increase', 'count': 534}
{'depth': 2590, 'type': 'increase', 'count': 535}
{'depth': 2592, 'type': 'increase', 'count': 536}
{'depth': 2590, 'type': 'decrease', 'count': 536}
{'depth': 2591, 'type': 'increase', 'count': 537}
{'depth': 2599, 'type': 'increase', 'count': 538}
{'depth': 2615, 'type': 'increase', 'count': 539}
{'depth': 2617, 'type': 'increase', 'count': 540}
{'depth': 2595, 'type': 'decrease', 'count': 540}
{'depth': 2599, 'type': 'increase', 'count': 541}
{'depth': 2607, 'type': 'increase', 'count': 542}
{'depth': 2605, 'type': 'decrease', 'count': 542}
{'depth': 2600, 'type': 'decrease', 'count': 542}
{'depth': 2612, 'type': 'increase', 'count': 543}
{'depth': 2611, 'type': 'decrease', 'count': 543}
{'depth': 2591, 'type': 'decrease', 'count': 543}
{'depth': 2611, 'type': 'increase', 'count': 544}
{'depth': 2590, 'type': 'decrease', 'count': 544}
{'depth': 2599, 'type': 'increase', 'count': 545}
{'depth': 2597, 'type': 'decrease', 'count': 545}
{'depth': 2604, 'type': 'increase', 'count': 546}
{'depth': 2612, 'type': 'increase', 'count': 547}
{'depth': 2613, 'type': 'increase', 'count': 548}
{'depth': 2620, 'type': 'increase', 'count': 549}
{'depth': 2603, 'type': 'decrease', 'count': 549}
{'depth': 2592, 'type': 'decrease', 'count': 549}
{'depth': 2604, 'type': 'increase', 'count': 550}
{'depth': 2606, 'type': 'increase', 'count': 551}
{'depth': 2588, 'type': 'decrease', 'count': 551}
{'depth': 2591, 'type': 'increase', 'count': 552}
{'depth': 2577, 'type': 'decrease', 'count': 552}
{'depth': 2576, 'type': 'decrease', 'count': 552}
{'depth': 2606, 'type': 'increase', 'count': 553}
{'depth': 2605, 'type': 'decrease', 'count': 553}
{'depth': 2614, 'type': 'increase', 'count': 554}
{'depth': 2618, 'type': 'increase', 'count': 555}
{'depth': 2622, 'type': 'increase', 'count': 556}
{'depth': 2633, 'type': 'increase', 'count': 557}
{'depth': 2636, 'type': 'increase', 'count': 558}
{'depth': 2648, 'type': 'increase', 'count': 559}
{'depth': 2649, 'type': 'increase', 'count': 560}
{'depth': 2638, 'type': 'decrease', 'count': 560}
{'depth': 2637, 'type': 'decrease', 'count': 560}
{'depth': 2644, 'type': 'increase', 'count': 561}
{'depth': 2651, 'type': 'increase', 'count': 562}
{'depth': 2650, 'type': 'decrease', 'count': 562}
{'depth': 2651, 'type': 'increase', 'count': 563}
{'depth': 2658, 'type': 'increase', 'count': 564}
{'depth': 2657, 'type': 'decrease', 'count': 564}
{'depth': 2659, 'type': 'increase', 'count': 565}
{'depth': 2661, 'type': 'increase', 'count': 566}
{'depth': 2660, 'type': 'decrease', 'count': 566}
{'depth': 2658, 'type': 'decrease', 'count': 566}
{'depth': 2669, 'type': 'increase', 'count': 567}
{'depth': 2676, 'type': 'increase', 'count': 568}
{'depth': 2688, 'type': 'increase', 'count': 569}
{'depth': 2691, 'type': 'increase', 'count': 570}
{'depth': 2693, 'type': 'increase', 'count': 571}
{'depth': 2697, 'type': 'increase', 'count': 572}
{'depth': 2698, 'type': 'increase', 'count': 573}
{'depth': 2702, 'type': 'increase', 'count': 574}
{'depth': 2699, 'type': 'decrease', 'count': 574}
{'depth': 2706, 'type': 'increase', 'count': 575}
{'depth': 2707, 'type': 'increase', 'count': 576}
{'depth': 2710, 'type': 'increase', 'count': 577}
{'depth': 2698, 'type': 'decrease', 'count': 577}
{'depth': 2697, 'type': 'decrease', 'count': 577}
{'depth': 2705, 'type': 'increase', 'count': 578}
{'depth': 2717, 'type': 'increase', 'count': 579}
{'depth': 2718, 'type': 'increase', 'count': 580}
{'depth': 2720, 'type': 'increase', 'count': 581}
{'depth': 2721, 'type': 'increase', 'count': 582}
{'depth': 2731, 'type': 'increase', 'count': 583}
{'depth': 2749, 'type': 'increase', 'count': 584}
{'depth': 2757, 'type': 'increase', 'count': 585}
{'depth': 2765, 'type': 'increase', 'count': 586}
{'depth': 2767, 'type': 'increase', 'count': 587}
{'depth': 2759, 'type': 'decrease', 'count': 587}
{'depth': 2776, 'type': 'increase', 'count': 588}
{'depth': 2780, 'type': 'increase', 'count': 589}
{'depth': 2784, 'type': 'increase', 'count': 590}
{'depth': 2778, 'type': 'decrease', 'count': 590}
{'depth': 2779, 'type': 'increase', 'count': 591}
{'depth': 2783, 'type': 'increase', 'count': 592}
{'depth': 2788, 'type': 'increase', 'count': 593}
{'depth': 2789, 'type': 'increase', 'count': 594}
{'depth': 2825, 'type': 'increase', 'count': 595}
{'depth': 2826, 'type': 'increase', 'count': 596}
{'depth': 2820, 'type': 'decrease', 'count': 596}
{'depth': 2825, 'type': 'increase', 'count': 597}
{'depth': 2852, 'type': 'increase', 'count': 598}
{'depth': 2871, 'type': 'increase', 'count': 599}
{'depth': 2870, 'type': 'decrease', 'count': 599}
{'depth': 2872, 'type': 'increase', 'count': 600}
{'depth': 2873, 'type': 'increase', 'count': 601}
{'depth': 2878, 'type': 'increase', 'count': 602}
{'depth': 2882, 'type': 'increase', 'count': 603}
{'depth': 2900, 'type': 'increase', 'count': 604}
{'depth': 2906, 'type': 'increase', 'count': 605}
{'depth': 2908, 'type': 'increase', 'count': 606}
{'depth': 2907, 'type': 'decrease', 'count': 606}
{'depth': 2917, 'type': 'increase', 'count': 607}
{'depth': 2931, 'type': 'increase', 'count': 608}
{'depth': 2933, 'type': 'increase', 'count': 609}
{'depth': 2931, 'type': 'decrease', 'count': 609}
{'depth': 2952, 'type': 'increase', 'count': 610}
{'depth': 2953, 'type': 'increase', 'count': 611}
{'depth': 2954, 'type': 'increase', 'count': 612}
{'depth': 2962, 'type': 'increase', 'count': 613}
{'depth': 2971, 'type': 'increase', 'count': 614}
{'depth': 2973, 'type': 'increase', 'count': 615}
{'depth': 2960, 'type': 'decrease', 'count': 615}
{'depth': 2965, 'type': 'increase', 'count': 616}
{'depth': 2967, 'type': 'increase', 'count': 617}
{'depth': 2968, 'type': 'increase', 'count': 618}
{'depth': 2982, 'type': 'increase', 'count': 619}
{'depth': 2983, 'type': 'increase', 'count': 620}
{'depth': 2994, 'type': 'increase', 'count': 621}
{'depth': 2997, 'type': 'increase', 'count': 622}
{'depth': 3014, 'type': 'increase', 'count': 623}
{'depth': 3026, 'type': 'increase', 'count': 624}
{'depth': 3028, 'type': 'increase', 'count': 625}
{'depth': 3040, 'type': 'increase', 'count': 626}
{'depth': 3057, 'type': 'increase', 'count': 627}
{'depth': 3063, 'type': 'increase', 'count': 628}
{'depth': 3064, 'type': 'increase', 'count': 629}
{'depth': 3065, 'type': 'increase', 'count': 630}
{'depth': 3066, 'type': 'increase', 'count': 631}
{'depth': 3073, 'type': 'increase', 'count': 632}
{'depth': 3056, 'type': 'decrease', 'count': 632}
{'depth': 3052, 'type': 'decrease', 'count': 632}
{'depth': 3067, 'type': 'increase', 'count': 633}
{'depth': 3070, 'type': 'increase', 'count': 634}
{'depth': 3071, 'type': 'increase', 'count': 635}
{'depth': 3072, 'type': 'increase', 'count': 636}
{'depth': 3073, 'type': 'increase', 'count': 637}
{'depth': 3077, 'type': 'increase', 'count': 638}
{'depth': 3078, 'type': 'increase', 'count': 639}
{'depth': 3074, 'type': 'decrease', 'count': 639}
{'depth': 3083, 'type': 'increase', 'count': 640}
{'depth': 3082, 'type': 'decrease', 'count': 640}
{'depth': 3079, 'type': 'decrease', 'count': 640}
{'depth': 3080, 'type': 'increase', 'count': 641}
{'depth': 3081, 'type': 'increase', 'count': 642}
{'depth': 3073, 'type': 'decrease', 'count': 642}
{'depth': 3069, 'type': 'decrease', 'count': 642}
{'depth': 3072, 'type': 'increase', 'count': 643}
{'depth': 3081, 'type': 'increase', 'count': 644}
{'depth': 3111, 'type': 'increase', 'count': 645}
{'depth': 3109, 'type': 'decrease', 'count': 645}
{'depth': 3112, 'type': 'increase', 'count': 646}
{'depth': 3126, 'type': 'increase', 'count': 647}
{'depth': 3127, 'type': 'increase', 'count': 648}
{'depth': 3128, 'type': 'increase', 'count': 649}
{'depth': 3129, 'type': 'increase', 'count': 650}
{'depth': 3135, 'type': 'increase', 'count': 651}
{'depth': 3146, 'type': 'increase', 'count': 652}
{'depth': 3147, 'type': 'increase', 'count': 653}
{'depth': 3149, 'type': 'increase', 'count': 654}
{'depth': 3142, 'type': 'decrease', 'count': 654}
{'depth': 3148, 'type': 'increase', 'count': 655}
{'depth': 3152, 'type': 'increase', 'count': 656}
{'depth': 3165, 'type': 'increase', 'count': 657}
{'depth': 3173, 'type': 'increase', 'count': 658}
{'depth': 3201, 'type': 'increase', 'count': 659}
{'depth': 3216, 'type': 'increase', 'count': 660}
{'depth': 3217, 'type': 'increase', 'count': 661}
{'depth': 3218, 'type': 'increase', 'count': 662}
{'depth': 3217, 'type': 'decrease', 'count': 662}
{'depth': 3235, 'type': 'increase', 'count': 663}
{'depth': 3236, 'type': 'increase', 'count': 664}
{'depth': 3241, 'type': 'increase', 'count': 665}
{'depth': 3247, 'type': 'increase', 'count': 666}
{'depth': 3248, 'type': 'increase', 'count': 667}
{'depth': 3249, 'type': 'increase', 'count': 668}
{'depth': 3251, 'type': 'increase', 'count': 669}
{'depth': 3252, 'type': 'increase', 'count': 670}
{'depth': 3251, 'type': 'decrease', 'count': 670}
{'depth': 3250, 'type': 'decrease', 'count': 670}
{'depth': 3252, 'type': 'increase', 'count': 671}
{'depth': 3260, 'type': 'increase', 'count': 672}
{'depth': 3261, 'type': 'increase', 'count': 673}
{'depth': 3259, 'type': 'decrease', 'count': 673}
{'depth': 3255, 'type': 'decrease', 'count': 673}
{'depth': 3256, 'type': 'increase', 'count': 674}
{'depth': 3257, 'type': 'increase', 'count': 675}
{'depth': 3258, 'type': 'increase', 'count': 676}
{'depth': 3259, 'type': 'increase', 'count': 677}
{'depth': 3264, 'type': 'increase', 'count': 678}
{'depth': 3299, 'type': 'increase', 'count': 679}
{'depth': 3300, 'type': 'increase', 'count': 680}
{'depth': 3304, 'type': 'increase', 'count': 681}
{'depth': 3313, 'type': 'increase', 'count': 682}
{'depth': 3326, 'type': 'increase', 'count': 683}
{'depth': 3324, 'type': 'decrease', 'count': 683}
{'depth': 3326, 'type': 'increase', 'count': 684}
{'depth': 3331, 'type': 'increase', 'count': 685}
{'depth': 3340, 'type': 'increase', 'count': 686}
{'depth': 3341, 'type': 'increase', 'count': 687}
{'depth': 3343, 'type': 'increase', 'count': 688}
{'depth': 3348, 'type': 'increase', 'count': 689}
{'depth': 3342, 'type': 'decrease', 'count': 689}
{'depth': 3380, 'type': 'increase', 'count': 690}
{'depth': 3381, 'type': 'increase', 'count': 691}
{'depth': 3370, 'type': 'decrease', 'count': 691}
{'depth': 3374, 'type': 'increase', 'count': 692}
{'depth': 3390, 'type': 'increase', 'count': 693}
{'depth': 3379, 'type': 'decrease', 'count': 693}
{'depth': 3382, 'type': 'increase', 'count': 694}
{'depth': 3383, 'type': 'increase', 'count': 695}
{'depth': 3386, 'type': 'increase', 'count': 696}
{'depth': 3388, 'type': 'increase', 'count': 697}
{'depth': 3382, 'type': 'decrease', 'count': 697}
{'depth': 3386, 'type': 'increase', 'count': 698}
{'depth': 3402, 'type': 'increase', 'count': 699}
{'depth': 3400, 'type': 'decrease', 'count': 699}
{'depth': 3406, 'type': 'increase', 'count': 700}
{'depth': 3408, 'type': 'increase', 'count': 701}
{'depth': 3407, 'type': 'decrease', 'count': 701}
{'depth': 3409, 'type': 'increase', 'count': 702}
{'depth': 3411, 'type': 'increase', 'count': 703}
{'depth': 3412, 'type': 'increase', 'count': 704}
{'depth': 3411, 'type': 'decrease', 'count': 704}
{'depth': 3412, 'type': 'increase', 'count': 705}
{'depth': 3422, 'type': 'increase', 'count': 706}
{'depth': 3441, 'type': 'increase', 'count': 707}
{'depth': 3446, 'type': 'increase', 'count': 708}
{'depth': 3451, 'type': 'increase', 'count': 709}
{'depth': 3449, 'type': 'decrease', 'count': 709}
{'depth': 3451, 'type': 'increase', 'count': 710}
{'depth': 3480, 'type': 'increase', 'count': 711}
{'depth': 3500, 'type': 'increase', 'count': 712}
{'depth': 3511, 'type': 'increase', 'count': 713}
{'depth': 3520, 'type': 'increase', 'count': 714}
{'depth': 3521, 'type': 'increase', 'count': 715}
{'depth': 3525, 'type': 'increase', 'count': 716}
{'depth': 3548, 'type': 'increase', 'count': 717}
{'depth': 3557, 'type': 'increase', 'count': 718}
{'depth': 3558, 'type': 'increase', 'count': 719}
{'depth': 3560, 'type': 'increase', 'count': 720}
{'depth': 3561, 'type': 'increase', 'count': 721}
{'depth': 3562, 'type': 'increase', 'count': 722}
{'depth': 3570, 'type': 'increase', 'count': 723}
{'depth': 3571, 'type': 'increase', 'count': 724}
{'depth': 3575, 'type': 'increase', 'count': 725}
{'depth': 3571, 'type': 'decrease', 'count': 725}
{'depth': 3570, 'type': 'decrease', 'count': 725}
{'depth': 3574, 'type': 'increase', 'count': 726}
{'depth': 3576, 'type': 'increase', 'count': 727}
{'depth': 3583, 'type': 'increase', 'count': 728}
{'depth': 3587, 'type': 'increase', 'count': 729}
{'depth': 3594, 'type': 'increase', 'count': 730}
{'depth': 3615, 'type': 'increase', 'count': 731}
{'depth': 3619, 'type': 'increase', 'count': 732}
{'depth': 3620, 'type': 'increase', 'count': 733}
{'depth': 3622, 'type': 'increase', 'count': 734}
{'depth': 3607, 'type': 'decrease', 'count': 734}
{'depth': 3599, 'type': 'decrease', 'count': 734}
{'depth': 3602, 'type': 'increase', 'count': 735}
{'depth': 3604, 'type': 'increase', 'count': 736}
{'depth': 3607, 'type': 'increase', 'count': 737}
{'depth': 3617, 'type': 'increase', 'count': 738}
{'depth': 3618, 'type': 'increase', 'count': 739}
{'depth': 3623, 'type': 'increase', 'count': 740}
{'depth': 3626, 'type': 'increase', 'count': 741}
{'depth': 3632, 'type': 'increase', 'count': 742}
{'depth': 3637, 'type': 'increase', 'count': 743}
{'depth': 3635, 'type': 'decrease', 'count': 743}
{'depth': 3640, 'type': 'increase', 'count': 744}
{'depth': 3641, 'type': 'increase', 'count': 745}
{'depth': 3642, 'type': 'increase', 'count': 746}
{'depth': 3654, 'type': 'increase', 'count': 747}
{'depth': 3668, 'type': 'increase', 'count': 748}
{'depth': 3669, 'type': 'increase', 'count': 749}
{'depth': 3675, 'type': 'increase', 'count': 750}
{'depth': 3670, 'type': 'decrease', 'count': 750}
{'depth': 3672, 'type': 'increase', 'count': 751}
{'depth': 3675, 'type': 'increase', 'count': 752}
{'depth': 3684, 'type': 'increase', 'count': 753}
{'depth': 3688, 'type': 'increase', 'count': 754}
{'depth': 3701, 'type': 'increase', 'count': 755}
{'depth': 3699, 'type': 'decrease', 'count': 755}
{'depth': 3705, 'type': 'increase', 'count': 756}
{'depth': 3704, 'type': 'decrease', 'count': 756}
{'depth': 3718, 'type': 'increase', 'count': 757}
{'depth': 3724, 'type': 'increase', 'count': 758}
{'depth': 3717, 'type': 'decrease', 'count': 758}
{'depth': 3734, 'type': 'increase', 'count': 759}
{'depth': 3736, 'type': 'increase', 'count': 760}
{'depth': 3741, 'type': 'increase', 'count': 761}
{'depth': 3729, 'type': 'decrease', 'count': 761}
{'depth': 3730, 'type': 'increase', 'count': 762}
{'depth': 3731, 'type': 'increase', 'count': 763}
{'depth': 3722, 'type': 'decrease', 'count': 763}
{'depth': 3717, 'type': 'decrease', 'count': 763}
{'depth': 3718, 'type': 'increase', 'count': 764}
{'depth': 3711, 'type': 'decrease', 'count': 764}
{'depth': 3708, 'type': 'decrease', 'count': 764}
{'depth': 3719, 'type': 'increase', 'count': 765}
{'depth': 3737, 'type': 'increase', 'count': 766}
{'depth': 3738, 'type': 'increase', 'count': 767}
{'depth': 3734, 'type': 'decrease', 'count': 767}
{'depth': 3740, 'type': 'increase', 'count': 768}
{'depth': 3747, 'type': 'increase', 'count': 769}
{'depth': 3749, 'type': 'increase', 'count': 770}
{'depth': 3740, 'type': 'decrease', 'count': 770}
{'depth': 3752, 'type': 'increase', 'count': 771}
{'depth': 3758, 'type': 'increase', 'count': 772}
{'depth': 3784, 'type': 'increase', 'count': 773}
{'depth': 3787, 'type': 'increase', 'count': 774}
{'depth': 3792, 'type': 'increase', 'count': 775}
{'depth': 3800, 'type': 'increase', 'count': 776}
{'depth': 3802, 'type': 'increase', 'count': 777}
{'depth': 3803, 'type': 'increase', 'count': 778}
{'depth': 3805, 'type': 'increase', 'count': 779}
{'depth': 3814, 'type': 'increase', 'count': 780}
{'depth': 3815, 'type': 'increase', 'count': 781}
{'depth': 3813, 'type': 'decrease', 'count': 781}
{'depth': 3816, 'type': 'increase', 'count': 782}
{'depth': 3812, 'type': 'decrease', 'count': 782}
{'depth': 3815, 'type': 'increase', 'count': 783}
{'depth': 3816, 'type': 'increase', 'count': 784}
{'depth': 3803, 'type': 'decrease', 'count': 784}
{'depth': 3799, 'type': 'decrease', 'count': 784}
{'depth': 3805, 'type': 'increase', 'count': 785}
{'depth': 3806, 'type': 'increase', 'count': 786}
{'depth': 3809, 'type': 'increase', 'count': 787}
{'depth': 3788, 'type': 'decrease', 'count': 787}
{'depth': 3781, 'type': 'decrease', 'count': 787}
{'depth': 3783, 'type': 'increase', 'count': 788}
{'depth': 3779, 'type': 'decrease', 'count': 788}
{'depth': 3780, 'type': 'increase', 'count': 789}
{'depth': 3786, 'type': 'increase', 'count': 790}
{'depth': 3776, 'type': 'decrease', 'count': 790}
{'depth': 3780, 'type': 'increase', 'count': 791}
{'depth': 3790, 'type': 'increase', 'count': 792}
{'depth': 3802, 'type': 'increase', 'count': 793}
{'depth': 3806, 'type': 'increase', 'count': 794}
{'depth': 3789, 'type': 'decrease', 'count': 794}
{'depth': 3790, 'type': 'increase', 'count': 795}
{'depth': 3791, 'type': 'increase', 'count': 796}
{'depth': 3804, 'type': 'increase', 'count': 797}
{'depth': 3801, 'type': 'decrease', 'count': 797}
{'depth': 3797, 'type': 'decrease', 'count': 797}
{'depth': 3823, 'type': 'increase', 'count': 798}
{'depth': 3826, 'type': 'increase', 'count': 799}
{'depth': 3828, 'type': 'increase', 'count': 800}
{'depth': 3831, 'type': 'increase', 'count': 801}
{'depth': 3834, 'type': 'increase', 'count': 802}
{'depth': 3843, 'type': 'increase', 'count': 803}
{'depth': 3867, 'type': 'increase', 'count': 804}
{'depth': 3870, 'type': 'increase', 'count': 805}
{'depth': 3879, 'type': 'increase', 'count': 806}
{'depth': 3883, 'type': 'increase', 'count': 807}
{'depth': 3893, 'type': 'increase', 'count': 808}
{'depth': 3909, 'type': 'increase', 'count': 809}
{'depth': 3934, 'type': 'increase', 'count': 810}
{'depth': 3932, 'type': 'decrease', 'count': 810}
{'depth': 3955, 'type': 'increase', 'count': 811}
{'depth': 3961, 'type': 'increase', 'count': 812}
{'depth': 3963, 'type': 'increase', 'count': 813}
{'depth': 3968, 'type': 'increase', 'count': 814}
{'depth': 3994, 'type': 'increase', 'count': 815}
{'depth': 4001, 'type': 'increase', 'count': 816}
{'depth': 4002, 'type': 'increase', 'count': 817}
{'depth': 3999, 'type': 'decrease', 'count': 817}
{'depth': 4008, 'type': 'increase', 'count': 818}
{'depth': 4003, 'type': 'decrease', 'count': 818}
{'depth': 4006, 'type': 'increase', 'count': 819}
{'depth': 3997, 'type': 'decrease', 'count': 819}
{'depth': 3990, 'type': 'decrease', 'count': 819}
{'depth': 4020, 'type': 'increase', 'count': 820}
